Step,Action,Reasoning,Observation,Reward,Done
29,south,"I am at a dead end. I should explore the dark area to the south to find the stairs down.
ACTION: south","message:


language observation:
dark area near north and northeast
tame little dog very near northnortheast
stairs up very near northwest
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.#d# #                                                      
           |........|#####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:19                                   

",0.0,False
30,south,"I want to explore the dark area to the south to find the stairs down.
ACTION: south","message:
It's solid stone.

language observation:
dark area near north and northeast
tame little dog very near northnortheast
stairs up very near northwest
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.#d# #                                                      
           |........|#####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:19                                   

",0.0,False
31,east,"I am at a dead end. I should explore the dark area to the east to find the stairs down.
ACTION: east","message:
It's solid stone.

language observation:
dark area near north and northeast
tame little dog very near northnortheast
stairs up very near northwest
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.#d# #                                                      
           |........|#####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:19                                   

",0.0,False
32,east,"I am at a dead end. I should explore the dark area to the east to find the stairs down.
ACTION: east","message:
It's solid stone.

language observation:
dark area near north and northeast
tame little dog very near northnortheast
stairs up very near northwest
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.#d# #                                                      
           |........|#####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:19                                   

",0.0,False
33,search,"I am surrounded by walls. I should search for secret doors.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|#####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:20                                   

",0.0,False
34,search,"I am surrounded by walls and need to find a way out. Searching might reveal a secret door.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|#####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:21                                   

",0.0,False
35,search,"I am surrounded by walls. Searching might reveal a secret door.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|#####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:22                                   

",0.0,False
36,search,"I am surrounded by walls. Searching might reveal a secret door. I will search again.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
tame little dog adjacent northeast
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|#d###                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:23                                   

",0.0,False
37,search,"I am surrounded by walls. Searching might reveal a secret door. I will search again.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
tame little dog adjacent north
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|d####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:24                                   

",0.0,False
38,search,"I am surrounded by walls and need to find a way out. Searching might reveal a secret door.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|#####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:25                                   

",0.0,False
39,search,"I am surrounded by walls. Searching might reveal a secret door. I will search again.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
tame little dog adjacent north
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|d####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:26                                   

",0.0,False
40,search,"I am still surrounded by walls. I will search again to find a way out.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
tame little dog adjacent north
kobold zombie adjacent northeast
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|dZ###                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:0   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/0 T:27                                   

",0.0,False
41,northeast,"The kobold zombie is a threat. I will attack it.
ACTION: northeast","message:
You destroy the kobold zombie!

language observation:
dark area near north and northeast
stairs up very near northwest
tame little dog adjacent north
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|d####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:4   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/1 T:28                                   

",4.0,False
42,search,"I am still surrounded by walls. I will search again to find a way out.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
tame little dog adjacent north
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|d####                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:4   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/1 T:29                                   

",0.0,False
43,search,"I am still surrounded by walls. I will search again to find a way out.
ACTION: search","message:


language observation:
dark area near north and northeast
tame little dog very near eastnortheast
stairs up very near northwest
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|##d##                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:4   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/1 T:30                                   

",0.0,False
44,search,"I am still surrounded by walls. I will search again to find a way out.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
tame little dog adjacent northeast
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
doorway adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|#d###                                                      
           |.........@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:4   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/1 T:31                                   

",0.0,False
45,search,"I am still surrounded by walls. I will search again to find a way out.
ACTION: search","message:


language observation:
dark area near north and northeast
stairs up very near northwest
dark area adjacent east, southeast, and south
southeast corner adjacent southwest
tame little dog adjacent west
vertical wall adjacent northwest

cursor:
Yourself a caveman
(x=21, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ---- -----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|#####                                                      
           |........d@                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:4   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/1 T:32                                   

",0.0,False
46,west,"I am surrounded by walls and need to find a way out. I will try to open the door to the west.
ACTION: west","message:
You swap places with Slasher.

language observation:
vertical wall far west
dark area near northeast
horizontal wall near northwest
tame little dog very near northeast
dark area very near east
stairs up very near northnorthwest
vertical wall adjacent north
dark area adjacent southeast
southeast corner adjacent south
horizontal wall adjacent southwest

cursor:
Yourself a caveman
(x=20, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ----.-----                                                           
           |........|  ##                                                       
           |.......<.#d# #                                                      
           |........|#####                                                      
           |........@#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:4   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/1 T:33                                   

",0.0,False
47,west,"The dog is now where I was. I need to explore the dungeon. I will go west.
ACTION: west","message:


language observation:
vertical wall far west
horizontal wall near north
tame little dog near eastnortheast
dark area near east and northwest
doorway near northwest
stairs up very near north
vertical wall adjacent northeast
doorway adjacent east
southeast corner adjacent southeast
horizontal wall adjacent south and southwest

cursor:
Yourself a caveman
(x=19, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ----.-----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|#d###                                                      
           |.......@.#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:4   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/1 T:34                                   

",0.0,False
48,east,"I am surrounded by walls except for the doorways to the east and northwest. I will explore east.
ACTION: east","message:


language observation:
vertical wall far west
dark area near northeast
tame little dog near eastnortheast
horizontal wall near northwest
dark area very near east
stairs up very near northnorthwest
vertical wall adjacent north
dark area adjacent southeast
southeast corner adjacent south
horizontal wall adjacent southwest

cursor:
Yourself a caveman
(x=20, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
           ----.-----                                                           
           |........|  ##                                                       
           |.......<.### #                                                      
           |........|##d##                                                      
           |........@#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:4   
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/1 T:35                                   

",0.0,False
